row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
3034,A36392EA,1779,0,그런 표정 짓지 마라. 너희는 오슈토르를 상대로도 잘 싸워 주었다.,0,"Don't look so glum! Considering it was Oshtor you were up against, that was some great work.",0,別露出那種表情。你們跟奧修特爾作戰，真的表現得很好。
3035,A36E3A27,3996,0,하하아～!,0,Yo-Your Majesty!,0,是、是！
3036,A3BEB126,2255,0,누호옷!,0,Noogee!,0,努呵━━！
3037,A3C60A58,3762,0,거칠게……,0,Rough...,0,粗暴……
3038,A3D2074E,3224,15,"또 이나바의 대교를 무너뜨린 탓에 조정에 대한 불신감이 높아졌고,
날이 갈수록 적대 세력이 늘어나고 있습니다.",15,"In addition, many are starting to grow suspicious of the Imperial Court after they destroyed the Great Bridge of Inava. More and more nations are aligning themselves against them even as we speak.",15,"另外，擊毀白磁大橋一事使人民失去不少對朝廷的信任，
敵對勢力日漸增多。"
3039,A3EE5AF1,3206,0,"아니, 내가 여기까지 올 수 있었던 건 네코네 덕분이야. 정말 고맙다, 네코네.",0,"I was only able to make it this far with your help, so thank you, Nekone.",0,不，我能成長到這個程度，都是貓音的功勞。真的很感謝你，貓音。
3040,A400A1D2,2625,0,"우긋…… 아, 아투이씨, 뭘 하시는……",0,Ack! Wh-Why did you hit me...,0,唔唔……阿、阿圖依小姐，你做什麼……
3041,A4234368,3515,0,"아까의 풀이 죽은 모습이 거짓말 같게, 노스리는 의기양양하게 폐관을 뛰쳐나간다.",0,The thick cloud of dejection hanging over Nosuri dissipates into sunshine and rainbows as she dashes away from the abandoned manor at lightning speed...,0,方才的消沉就像假象一般，鵟馬上意氣風發地衝出了廢館。
3042,A4444713,3559,0,"음. 짐은 무우무우 선생의 신간부터 먼저 읽고 싶었으니, 상관없느니라.",0,"As you wish! I will be reading Muumuu's book first, so you can go right ahead.",0,嗯。畢竟余想先看姆烏姆烏老師的新作啊，所以沒問題的。
3043,A449EFDE,2280,0,기기긱!?,0,Skreee?!,0,嘰嘰嘰！？
3044,A44FC252,1827,0,가능하다면 오슈토르가 검술의 참고로 삼았던 서적이라도 있으면 더욱 도움이 되겠는데……,0,"If you have any scrolls that I can use to learn his combat style, it would be most helpful...",0,若有奧修特爾曾作為劍術參考的書籍，那就更好了……
3045,A4540604,2040,0,"키우루가 의식을 되찾고 식당으로 달려왔을 때는, 국물 한 모금조차 남아 있지 않았다.",0,"By the time Kiwru regains consciousness and rushes to the dining hall, there's not even a single sip of soup left for him.",0,而奇羽琉恢復意識並趕去餐廳時，已經連一口湯都不剩了。
3046,A4713136,1872,0,타랴아아아아아아!,0,RRRAAAAHHH!!,0,哈啊啊啊啊啊！
3047,A4739FED,3485,0,"스, 스미마셍!!",0,We-We're sorry!!,0,非、非常抱歉！
3048,A4C20A49,1599,0,노스리!,0,Nosuri!,0,鵟！
3049,A4CFA284,3722,0,"이타쿠씨, 오랜만입니다.",0,"How have you been, Itak?",0,伊塔庫先生，好久不見。
3050,A4DBAF92,3264,19,"이것저것 안내해 주셔서, 감사했습니다.",19,Thank you for showing us around.,19,非常感謝您帶我們四處參觀。
3051,A4FE57F6,2702,0,"네, 네코네씨!? 저기, 그게……",0,"Ne-Nekone?! Err, well...",0,貓、貓音小姐！？　那個，這個……
3052,A500607E,1609,0,"노스리, 너는 나의 동료다.",0,"Nosuri, I consider you a friend.",0,鵟，你是鄙人的同伴。
3053,A50DC8B3,3732,0,"아니요, 저로 괜찮으시다면 기꺼이.
……사실은 저도 키우루공께 상담드릴 일이 있습니다. 들어 주시겠습니까?",0,Not at all. I'd be happy to share what I know. The truth is...I have something to discuss with you as well. May I speak freely?,0,"不，您不介意的話，我很樂意喔。
……其實，我有事想與奇羽琉殿下商量。能否聽聽我的請求呢？"
3054,A519C5A5,3254,27,"사실 그 일로 형님께서, 곧 있을 무챠이포 유적 평원 전투에,
나코쿠도 참전할지 말지를 물어봐 달라고 부탁하셨습니다.",27,Brother did indeed send us here to ask if Nakoku will be joining us in the upcoming battle on the Omuchakko Plains.,27,"其實關於這件事，兄長大人拜託我們來詢問
納克庫是否會參與即將到來的奧姆查科平原之戰。"
3055,A531950C,3030,0,목말을 태우는 거로군.,0,Granted!,0,揹揹是吧。
3056,A53C3DC1,2692,0,"뭐, 영 미심쩍은 소문 같기도 했고……. 어쩔 수 없구먼.",0,"Eh, it was a long shot based on a sketchy rumor anyway.",0,哎，畢竟那似乎只是謠傳……真是沒辦法。
3057,A5862D24,3569,0,음!,0,Yes!,0,嗯！
3058,A58B85E9,2290,0,우키잇!!,0,Ooogee!,0,嗚吱──！
3059,A58DA865,1837,0,"……오라버니는 브라이와의 싸움에서 상처를 입으셔서,
예전처럼 검을 휘두르실 수 없게 된 것입니다.",0,"Dear Brother, you've not been able to wield the sword well ever since Vurai injured you.",0,"……兄長在與武賴交戰時負傷，
自那以來就無法像以往那樣揮劍了。"
3060,A5966C33,2112,0,"땅벌레처럼 꼼지락거리기만 할 뿐, 일어나기는커녕 반듯이 눕기조차 하려 하지 않는다.",0,"They wobble and wiggle like worms in the dirt,
but they show no signs of rolling over, let alone
getting up",0,她們只是像蟲子一樣蠕動身體，別說是起身，就連要翻身的樣子都沒有。
3061,A5B1F5DA,3475,0,"자, 그럼. 아직도 우리랑 해 볼 생각이냐.",0,"So, you still up for another round?",0,那麼……你還想和我們打嗎？
3062,A5C2CBE5,2615,0,"그래도 그건 꽤 찾기 힘든 곳에 있다 카더라.
두 조로 나눠서 찾는 편이 더 빨리 찾을 수 있을 것 같데이.",0,But the bird also said it's hidden in a place that's really hard to find. We can find it faster if we split up!,0,"但傳聞說那個蜂蜜在非常難找的地方。
所以人家覺得，分成兩組分頭尋找會更快。"
3063,A5DB6E3E,3147,37,"그때는 칼을 쥘 수도 없었으니까.
만약 들켰다면 둘러댈 방법이 없었지.",37,I couldn't even hold a sword properly back then. No way I could've fibbed my way through if anyone had seen that.,37,"畢竟當時我連刀都握不好。
要是被人發現，根本百口莫辯。"
3064,A5E1295F,3445,0,"노스리의 모습을 보고, 항아리 도박사는 놀라 소리를 질렀다.",0,The dice dealer gasps in surprise when he sees that it's Nosuri.,0,見到鵟的身影，擲骰師驚訝地大喊。
3065,A604D4C6,1276,10,"알겠다, 당장이라도 정찰하고 오겠다.",10,We'll get right on it.,10,知道了，我馬上就去偵察。
3066,A6097C0B,1817,0,…………,0,...,0,……
3067,A60F5187,2310,0,호로호로～♪,0,♪ ♪!,0,咕嚕咕嚕～<onpu>
3068,A610D9D0,2471,0,"흠…… 아아, 그런 이야기를 한 적이…….
그, 그럼 이 녀석이 네가 마음에 두고 있는 사내란 말이냐!?",0,"Oh, that conversation... Now I remember. I-Is this the man you have taken a liking to, then?!",0,"唔……哦，余的確是有這麼說過……
那、那麼，這傢伙就是你欣賞的男人嗎！？"
3069,A612B85D,1892,5,"갑작스럽게 걸려온 목소리에, 네코네는 움찔하며 몸을 떨었다.",5,Nekone jolts in surprise at the voice suddenly calling her name.,5,忽然聽見呼喚自己的聲音，貓音嚇得渾身一顫。
3070,A63521B4,3495,0,"그럼 여러분, 저를 따라와 주세요.",0,"Please follow me, everyone.",0,那麼各位，請跟我來。
3071,A6461F8B,2635,0,기다리게 했구먼.,0,"Sorry, we're done!",0,讓妳久等啦。
3072,A65CB24D,2050,0,응?,0,Hm?,0,嗯？
3073,A65FBA50,3167,17,"끄으…… 상처 입은 얼굴로 이쪽을 보지 마라.
이 상황에서 거절하면 더 상처받을 걸 알면서 거절할 수 있을 리가 없잖아……",17,Ugh... Don't look at me with those puppy eyes. Now I can't reject him without hurting his feelings even more...,17,"嗚……不要一臉受傷地看我啦。
在這情況下要是繼續拒絕，他一定會更受傷，我怎麼拒絕得了……"
3074,A665FD31,3587,0,"안쥬가 맞장구를 치며, 요새를 올려다본다.",0,"They glance at each other, then up at the fortress.",0,杏樹附和道，抬頭望向堡壘。
3075,A6690283,2204,0,"흠, 그래서 루모이 관문에…….
짐도 밀정 퇴치를 도왔으니, 오슈토르에게 말하면…… 크흐흐흐.",0,"So that's why you came to Rumoy Pass... If I tell Oshtor that I helped out with the mission, too... Hehehehe!",0,"唔，所以才會來魯摩伊關卡……
畢竟余也出力擊退密探了，只要跟奧修特爾說這件事……呵呵呵呵。"
3076,A66E4F22,1975,0,으으…… 며칠째 제대로 밥을 못 먹었으니……,0,I can't even remember the last time I had a proper meal...,0,唔唔……畢竟已經好幾天沒好好吃飯了……
3077,A684B410,1629,0,"예. 그 문제의 도박장이지만, 속임수를 써서 손님들 돈을 뜯어내고 있는 모양입니다.",0,The gambling den you told me about uses dirty tricks to swindle money from their customers.,0,好的。那間賭場，似乎是出了老千，從賭客身上騙錢呢。
3078,A6891CDD,3752,0,됐으니까 고개 들어. 간질거려서 못 견디겠잖아.,0,Stand up already. You're starting to make me blush.,0,好了，快抬起頭吧。太令人坐立不安了。
3079,A69D11CB,3274,10,"……제가 다시 일어설 수 있었던 건, 아투이씨와 오슈토르공의 격려가 있었기 때문입니다.",10,"Without their encouragement, I would never have been able to pull myself out of that rut I was in.",10,……我能重新振作，都是因為有阿圖依小姐和奧修特爾大人的鼓勵。
3080,A6B54162,3010,0,"후우 언니, 다친 데는 없지?",0,"Are you okay, Sister Fuu?",0,芙姐姐，你有沒有受傷？
3081,A6B8E9AF,2672,0,"그럴 리가요, 저 혼자 힘만으로는……. 네코네씨가 도와주셨기에 가능했던 겁니다.",0,"I didn't do it alone... I only succeeded thanks to your help, Nekone.",0,別這麼說，光憑我一人的力量根本……都得歸功於貓音小姐你的協助。
3082,A733CD94,2275,0,후후. 코코포도 함께니까.,0,"Right. I'm not alone. You're here with me, too.",0,呵呵。可可啵也在呢。
3083,A746DE27,1619,0,"이기지 못하는 건 분했고, 한 번이라도 이기면 물러나려 했는데.
몇 번을 걸어도 이기지 못해서……",0,"That frustrated me, so I thought I'd keep playing and call it a day once I'd won something. The problem was...I never did.",0,"贏不了令我很不甘心，我原本想說只要贏了一次就要離開的。
但無論賭幾次都贏不了……"
3084,A74B76EA,3742,0,"……아아, 그렇다면 야쿠토와루토씨께 여쭤보는 게 알맞지 않겠습니까?",0,Ah! Perhaps Jachdwalt is the better person to ask?,0,……啊，關於這個，問問亞庫托瓦爾特先生應該很適合吧？
3085,A75F7BFC,3284,1,"그럼, 잘 부탁드립니다!",1,Then let us begin!,1,那麼要請兩位多多指教了！
3086,A7772B55,3020,0,"시쨩, 다음에 올 때는 도시락을 준비하자.",0,Shall we prepare some lunch the next time we do this?,0,小詩，下次我們過來之前先準備便當吧。
3087,A77A8398,2682,0,"무슨 소릴 하는 거예요……. 그보다 키우루, 벌꿀 찾으러 가는 것입니다.",0,"What are you talking about? Anyway, we should get back to searching for honey.",0,你在說什麼啊……更重要的是，我們要找蜂蜜喔。
3088,A78475BC,2645,0,여기까지는 작전대로군.,0,The plan's gone smoothly so far.,0,到這邊為止都跟作戰一樣呢。
3089,A79227AF,2354,0,그 밖에도 곧장 내리베어 표적을 반으로 쪼개 버린 적도 있었지만.,0,And he had a move that cut a target straight in half from the top down.,0,其他還有垂直往下砍、將目標劈成兩半的招式……
3090,A79DD067,3157,27,"아니 아니 아니,
아무리 실력이 늘었다고는 해도 상대는 그 카게로의 야쿠토와루토라고!?",27,"Nononono... I may have improved, but I'm not good enough to go up against Jachdwalt, the Mirage Blade!",27,"不不不，
就算我稍有進步了，但竟然要對上那個陽炎的亞庫托瓦爾特！？"
3091,A7A79706,3636,0,"엉뚱한 소리를 하는 두 사람이었지만, 안쥬는 이때다 싶어 냉큼 편승한다.",0,"Despite being completely off the mark, Anju delights in using their replies to further her point.",0,雖然得到的回應不如預期，但杏樹還是趁機附和。
3092,A7C0937D,3579,0,하……?,0,Wha...?,0,啊……？
3093,A7CD3BB0,2300,0,엣……? 운동해서 배가 고픈 거야?,0,Huh? All that exercise made you hungry?,0,咦？　運動後肚子餓了？
3094,A7D0D26A,2219,0,"후미뤼르가 그 자리에서 펄쩍 뛰자, 가슴도 위아래로 흔들린다.",0,"She bounces up and down on the spot, as does her chest.",0,芙米露露當場跳了幾下，胸部也隨之上下搖晃。
3095,A7E983CE,2118,0,"어쩔 수 없지, 영차…… 하고.",0,Fine then... Hngh...,0,沒辦法……嘿……咻。
3096,A7F37827,2057,0,쿠온?,0,Kuon?,0,久遠？
3097,A7F74B83,3505,0,그래. 그리고 노스리가 아주 좋아하는 그것도 있다.,0,"Yes, and your favorite thing as well.",0,是啊。而且還有鵟你最喜歡的那個。
3098,A80E6A20,2414,0,"시스님, 저희도 함께하겠습니다!",0,Lady Shis! We follow where you go!,0,希絲大人，我們也與您前行！
3099,A83F9F52,3905,0,하아? 치리멘 도냐라고?,0,What? Chirimen merchant?,0,什麼？　縐綢批發商？
3100,A862DC48,3107,0,"아니요, 소생보다 후미뤼르공이 훨씬 더 아름다우십니다.",0,"No. In my opinion, Lady Fumirul is the one with exceeding beauty here.",0,不，比起在下，芙米露露大人才更為美麗。
3101,A864F1C4,1518,0,"시노논쨩은 심심하다고는 하지만, 사실은 외로운 거겠지.",0,"Shinonon says she's bored, but she's probably just feeling lonely.",0,雖然小詩諾農說自己很閒，但其實她是寂寞了吧。
3102,A8695909,3601,0,"딱딱한 인사는 됐다.
그리고 이번에 너희에게 볼일이 있는 건 짐이 아니라 무네치카이니라.",0,"Dispense with the formalities. Also, it is Munechika who has business with you today, not me.",0,"不必那麼拘謹地打招呼。
而且這次有事找你們的不是余，而是宗近啊。"
3103,A86F7485,2803,0,"오, 오우기씨? 혼자만 도망치다니 치사하데이!",0,Ou-Ougi! You can't just run away by yourself like that!,0,扇、扇先生？　一個人逃跑太狡猾了！
3104,A87D541F,3383,0,"동감이구먼. 우히히, 아하하하하! 어디서든 덤벼 봐라!",0,We do! Hehehe...HAHAHAHA! Come at me with everything you've got!,0,人家有同感。嘻嘻嘻，啊哈哈哈哈！　儘管放馬過來！
3105,A884751B,3095,0,"무네치카에게 혼나는 게 아닐까 싶어, 안쥬는 허둥지둥 당황한다.",0,"Anju scrambles to placate Munechika, thinking she may have been offended.",0,杏樹心想說不定會挨宗近罵而連忙改口。
3106,A886AD9A,3687,0,"무네치카여, 전력을 다해 겨루도록 하라!",0,"Munechika, fight with all your might!",0,宗近啊，拚全力與他較量吧！
3107,A89182A1,2772,0,그렇다면 힘으로 빼앗아 주겠어!,0,"If that's the way you want it. Don't blame us for getting rough, then!",0,那我們就拚全力把她給搶過來！
3108,A8D8CCAD,2212,0,우캬앗!?,0,Ooogeeeee?!,0,嗚呀啊！
3109,A91AA69A,2222,0,"쿠쨩? 심각한 표정을 하고, 무슨 일이세요?",0,"You seem deep in thought, Ku. Is anything the matter?",0,小久？　怎麼面露難色呢？
3110,A92B53E8,2333,0,그렇다면 검술 지침서를 읽고 배운 걸 실전에 옮기는 수밖에 없겠군.,0,That means I can only try to put into practice what I've read from the swordsmanship manual.,0,那麼，只能閱讀劍術指導書自己實踐了啊。
3111,A9461F2C,3040,0,"부드럽게 거절하려던 이즈루하 병사의 말을 가로막듯, 즐거운 목소리가 울려 퍼졌다.",0,"As the soldier tries to turn Munechika down gently, a bright and cheerful voice interrupts him.",0,就在伊茲魯哈兵準備婉拒時，一陣歡快的聲音忽然從旁打斷了他。
3112,A953E896,2762,0,"대강 확인도 했고, 슬슬 돌아#@－－#",0,I think that's everything. We should head back—,0,畢竟都確認過了，差不多該回#@－－#
3113,A9AB333E,3591,0,"후후. 그때부터 그리 오랜 시간이 흐르진 않았는데,
지금은 투스쿨과 야마토가 아주 막역한 사이랍니다.",0,"And even though that happened just a short while ago, Tuskur and Yamato are now close allies.",0,"呵呵。明明自那之後沒過多久，
現在圖斯庫爾和大和的關係卻這麼好。"
3114,A9AD1EB2,2793,0,"오! 아빠, 찾았다!",0,"Yes! Found you, Daddy!",0,喔！　發現爸爸了！
3115,A9FDF565,3895,0,좋다.,0,It is fine.,0,不必。
3116,AA224F9D,1528,0,"앗, 시노논쨩 뛰면 위험해!",0,Shinonon! It's dangerous to run around here!,0,啊，小詩諾農，用跑的很危險喔！
3117,AA29CADC,2773,0,"두, 두고 보라고ー!!",0,Argh! We'll remember this!,0,給、給我記住！
3118,AA2FE750,3611,0,……! 고맙다!,0,I thank you!,0,……！　多謝！
3119,AA3012D0,4041,0,"안쥬 일행이 루모이 관문에 다다르려 할 때,
반대편에서 짐수레를 실은 일행과 우연히 마주친다.",0,"As the group passes through the Rumoy Pass, they bump into another group
traveling in the opposite direction with a wagon in tow.",0,"就在杏樹一行人快要抵達魯摩伊關卡時，
碰上了一群從反方向出現的拉著貨車的人。"
3120,AA52E172,2070,0,"근데 말이지, 아무도 안 하니까 어쩔 수 없이 내가 해야 하나 싶어서.",0,"But nobody else is going to do it, so it's up to
me, I s'pose.",0,可是啊，都沒有人要做，沒辦法，人家才想說只好自己來了。
3121,AA6084D0,2196,4,이 앞으로…… 아마 거기에 있어.,4,There's probably a spy up ahead...right there.,4,前方……我想，應該就在那裡。
3122,AAAF8786,2313,0,핫! 탓! 세잇……!,0,Hah! Tah! Shah...,0,喝！　哈啊！　喝啊……！
3123,AABB8A90,2878,4,"쿠온공, 시스공, 원인은 알 수 없지만 그러한#@－－#",4,"Lady Kuon, Lady Shis, I do not understand why things have come down to thi—",4,久遠大人、希絲大人，雖然不太懂是怎麼回事，但#@－－#
3124,AAC013C3,3657,0,"무네치카님. 꼭, 협력하게 해 주세요.",0,"Miss Munechika, please allow me to help you.",0,宗近大人。請務必讓我出一份力。
3125,AAC2CB42,3133,0,"칼을 휘두르던 손을 멈추고, 절벽 가까이 우뚝 솟은 나무로 시선을 돌린다.",0,He stops swinging the sword and glances at a tall tree near the cliff.,0,奧修特爾停下揮刀的手後，望向聳立於懸崖附近的樹木。
3126,AB00A175,3239,0,"이타쿠가 이야기하는 동안에도 백성들과 궁녀들이 분주히 움직이고 있어,
복구가 얼마나 힘든지 짐작하게 한다.",0,Nakoku residents and castle servants are busy working even as Itak speaks. It is clear much effort is being put into the restoration.,0,"連伊塔庫正在談話的當下，臣民和女官們也都忙碌地奔波著，
從這副景象可想像復興有多麼艱難。"
3127,AB0279F4,3667,0,"오랜만이군요, 무네치카공.",0,"How fare you, Lady Munechika?",0,好久不見了，宗近大人。
3128,AB6DEDB1,2323,0,네코네에게 또 상담하고 싶은 일이 있어서 말이야.,0,There's something else I need your advice on.,0,我還有事想和貓音你商量。
3129,AB79E0A7,2868,13,…………,13,...,13,……
3130,ABA2EEE7,2186,14,"흠…… 쿠~쨩이라는 건, 역시 쿠온공을 말하는 겁니까?",14,"Hm... Ku, as in Lady Kuon?",14,唔……您說的小久，果然是指久遠大人嗎？
3131,ABBB4B3C,3885,0,"그래서 성상이시여. 혼내 주겠다고 하셨는데, 구체적으로 어떻게 하실 생각입니까?",0,"I understand, but what's your plan for taking down those plunderers you speak of, Your Majesty?",0,話說回來，聖上，您說要懲罰，具體來說是要怎麼懲罰？
3132,ABD1D0D8,3333,0,"너희들의 실력은 충분히 알겠다.
그리고 일기당천의 무장 같은 자들과 싸우고도, 잘도 엄살을 부리지 않았구나.",0,Your strength has been well proven. And none of you threw in the towel despite being pitted against the strongest commanders in the land.,0,"我明白你們的實力了。
你們和能以一擋千的的武將們作戰也沒有投降示弱，表現得非常好。"
3133,ABDC7815,2558,0,"아빠, 꾸물거리다간 두고 갈 거야!",0,"Daddy, you're gonna get left behind!",0,爸爸，再慢吞吞的我要丟下你了！
3134,ABE025AA,1538,0,"우리는 식량 조달하러 온 거니까, 잊은 거 아니라고!",0,I didn't forget we're here to collect food.,0,我可沒忘記我們是來採集糧食的。
3135,ABEBA0EB,2783,0,시찰인 것입니다. 시노논들은 무엇 하러 온 것입니까?,0,We're performing an inspection. How about you guys?,0,我們是來視察的。詩諾農你們是來做什麼的？
3136,ABF278E7,3983,0,"갑자기 난입해 온 안쥬 일행에, 검비위사와 산적들은 눈을 크게 뜬다.",0,The Capital Guard and bandits stare at the unexpected newcomers in wide-eyed surprise.,0,檢非違使和山賊睜圓雙眼，盯著忽然闖進來的杏樹等人。
3137,AC0679E5,1577,0,"죄송하지만, 각오해 주세요!",0,"I'm sorry, but you're going down now!",0,不好意思，請做好覺悟吧！
3138,AC0909A9,2945,2,"병사들 사이에 동요가 퍼지고, 삽시간에 소란스러워진다.",2,Confusion spreads among the soldiers and they start murmuring amongst themselves.,2,士兵們陷入動搖，開始吵雜起來。
3139,AC0BD128,3627,0,성상이시여. 평화로워졌기에 더더욱 할 일이 많사옵니다.,0,Your Majesty. Peace time is exactly when there is the most work to be done.,0,聖上。正因為迎來了和平，才有許多事情得忙。
3140,AC1CFE13,2752,0,"악한으로 분장한 병사를 준비해서, 두 사람에게 붙이는 기라.",0,Let's have some soldiers pretend to be bad guys and attack them. That'll force them to rely on each other.,0,安排假扮成惡漢的士兵，去攻擊那兩人。
3141,AC70487B,2828,0,"아니, 얼마 전에도 쿠쥬우리에서 대량의 물자를 보내 주셨다.
우리들이 이렇게 살아갈 수 있는 것도, 쿠쥬우리 덕분이라고 해도 과언이 아니지.",0,"No, but there is a need for gratitude. The large number of supplies you sent the other day has given us the ability to keep going.",0,"不，前陣子我們從九重里收到了大量的物資。
我們能像現在這樣生活，說是九重里的功勞也不為過。"
3142,AC7665F7,1957,2,이건 조사해 볼 가치가 있겠네요.,2,That does seem worthy of investigation.,2,看來值得一查呢。
3143,AC7DE0B6,2390,0,예! 시스님의 명령이라면!,0,"Ma'am, yes ma'am! Your wish is our command!",0,是的！　只要希絲大人一聲下令！
3144,AC8C9557,2531,0,"천진난만한 시노논의 미소에, 키우루도 덩달아 웃음을 흘린다.",0,"Kiwru laughs as well, infected by Shinonon's innocent laughter.",0,看到詩諾農天真無邪的笑容，奇羽琉也跟著揚起嘴角。
3145,ACAB463B,2146,0,"쿠~쨩, 쿠~쨔앙.",0,"Ku~, Ku~!",0,小久、小久。
3146,ACB2E3E0,3925,0,"미카씨, 무네씨, 덤으로 키우루. 혼내 주거라.",0,"Then they need to be a taught a lesson, Mika, Mune, Kiwru!",0,阿御、阿宗，還有奇羽琉。好好懲罰他們！
3147,ACC1DDDF,1436,0,이거 안 되겠네.,0,Nope. They're too far gone.,0,看來是沒救了啊。
3148,ACD83281,2655,0,"……네, 네코네씨!",0,Ne-Nekone!,0,貓、貓音小姐！
3149,ACEFA0FA,3127,0,하핫!,0,Your wish is my command!,0,是！
3150,ACF028AD,3363,0,하아? 지난 전투가 끝난 지 얼마 안 된 지금이니까 오히려 쳐들어가야 하는 거야!,0,"Haaar? This is exactly the time to be doing it, right after the last battle's just ended!",0,什麼？　就是要趁戰爭剛過沒多久，才要現在採取行動啊！
3151,AD03B7E8,1426,0,"좋은 일을 하고 나면 기분도 좋고, 많이 움직였더니 배고프네.",0,"Doing a good deed makes me feel great, and now my stomach's growling after all that exercise.",0,做完好事神清氣爽，也盡情活動筋骨了，人家肚子都餓了呢。
3152,AD089063,1348,0,형님께 단련받은 보람이 있군요.,0,I can tell you have applied yourselves to my brother's training.,0,真不愧是受過兄長大人訓練的人。
3153,AD1A58B6,2665,0,이겁니까? 맡겨 주세요!,0,"There? Yes, let me handle it!",0,你是說這個嗎？　請交給我吧！
3154,AD206200,2813,0,"시찰은 끝났지만,
오라버니가 정무에 복귀하실 때까지는 그 밖에도 할 일이 많이 있는 것입니다.
키우루도 열심히 해 줘야 하는 것입니다.",0,"We may have completed the inspection, but there are so many other things we must do before Dear Brother returns to his post! You have a lot of responsibilities to carry out.",0,"視察已經結束了， 
在兄長回歸政務之前，還有很多其他的事得做。
奇羽琉你得加油一點才行。"
3155,AD2DCACD,3117,0,으음……,0,Uh...,0,唔……
3156,AD32429A,3373,0,"그걸 관심 없다느니, 참 잘도 말하는군!",0,How can you say you weren't interested?!,0,而你竟然說沒有興趣，真是口出狂言！
3157,AD4EFF60,2457,0,후미뤼르와 시노논은 서로 얼굴을 마주보고 고개를 끄덕인다.,0,They nod happily at each other.,0,芙米露露跟詩諾農對視一眼，並點了點頭。
3158,AD58D97E,2386,0,"벌써 그런 시간이냐. 다음에도 부탁하마, 네코네.",0,"Time's up, huh? Will you help me with the next session too, Nekone?",0,已經這種時間了啊。下次也要拜託你囉，貓音。
3159,AD692C0C,2156,0,"따라와 버린 건 어쩔 수 없다지만, 밀정을 찾는 거니까 조용히 하고 있어.",0,"You can follow me but be quiet, okay? I'm supposed to be looking for spies.",0,算了，來就來了，但我們是來找密探的，所以你要安靜點喔。
3160,AD7089D7,3915,0,"돈을 요구하다니, 역시 소문은 사실이었던 게냐.",0,Asking me for money? That means the rumor is true.,0,還要求金錢，果然傳聞屬實啊。
3161,ADB2224C,2838,0,"응? 뭔가 중얼거리고 있긴 한데, 좀 거리가 있어서 안 들리는구먼.",0,What's she rambling about? I can't hear her clearly from here...,0,嗯？　您好像在說些什麼，但距離有點遠，我沒聽到。
3162,ADB9A70D,4113,0,"너희들, 간다.",0,"Men, move out.",0,大家，我們走吧。
3163,ADBEC9A0,2086,0,"정말, 이런 건 내 성미에 안 맞는디. 그래도 예전처럼 즐겁게 술 마시고 싶기도 하고 말이제.",0,"Really, I don't normally do this sort of thing.
I just want to drink and have fun like before.",0,說真的，這可不符合人家的個性。但是，人家想要像以前一樣，開心地喝酒呀。
3164,ADBF8A81,2400,0,그렇군요.,0,I see.,0,原來是這樣啊。
3165,ADC413D2,1567,0,우키키킷!,0,Geegeegee!,0,嗚吱吱吱！
3166,ADC9BB1F,3617,0,#@－－#거기까지! 무네치카의 승리다!!,0,"And, stop! Munechika has won this match!",0,#@－－#到此為止！　宗近獲勝！
3167,ADCB639E,2877,0,"일촉즉발의 기운을 내뿜는 두 사람 사이에, 오슈토르[하쿠]는 황급히 끼어든다.",0,"Detecting a potentially explosive situation, Oshtor [Haku] quickly jumps between the two and tries to mediate.",0,見兩人一觸即發，奧修特爾［哈克］連忙介入兩人之間。
3168,ADDE9424,2742,0,그렇네. 키우루의 연애길을 지켜봐 주자고.,0,Indeed we should. Let's see Kiwru's love story through to the end.,0,是啊。就讓我守望奇羽琉的戀情發展吧。
3169,AE070350,1721,0,일어나라. 그리고 자신들을 자랑스럽게 여겨도 좋다.,0,"Stand tall, and be proud of yourselves!",0,站起來。接著為自己感到驕傲吧。
3170,AE0AAB9D,3929,0,"그, 그우우……",0,Hrnnng...,0,唔、唔嗚嗚……
3171,AE30DBAE,1947,12,…………,12,...,12,……
3172,AE36F622,2858,22,"젠장, 잘은 모르겠지만 쿠온의 기분이 안 좋아…….
여기서 짐작 가는 게 없다고 했다간, 저 꼬리로 목이 졸릴 거야……",22,"What? Why's she so upset? If I dare to say I never promised her a drink, she's absolutely going to strangle me with that tail.",22,"可惡，雖然不知道發生什麼事了，但久遠心情很差……
要是我說沒有印象，可是會被那條尾巴給勒死的……"
3173,AE3D7363,4093,0,"음, 음. 정말 그렇게 되면 동맹 파기도 있을 수 있으니 말이다!",0,"Yes, yes! That's alliance-breaking behavior, after all!",0,嗯、嗯。要是真演變成那樣，搞不好還會被解除同盟關係呢！
3174,AE4D6F71,3637,0,"자, 두 사람도 이렇게 말하고 있지 않느냐. 무네치카여, 여기서 조금 더 용사를 찾아보거라.",0,"You heard what they said! Munechika, it is appropriate to keep searching for warriors here.",0,你看，她們兩人也這麼說。宗近啊，你就在這邊繼續尋找強者吧。
3175,AE4FB7F0,2565,0,"엎치락뒤치락하며, 세 사람은 쿠쥬우리 성으로 돌아갔다.",0,The trio chase and overtake each other as they make their way back to Kujyuri Castle.,0,三人你追我趕的，就這樣跑回九重里城了。
