row,key_hash_hex,record_index,jaJP_flags,jaJP_text,enUS_flags,enUS_text,zhTW_flags,zhTW_text
6946,4B182912,6870,0,"構わぬ。ルモイの関が陥ち、<防人:さきもり>が全滅した。
この意味はエンナカムイにとって、あまりにも重い……",0,"It matters little. Rumoy Pass has fallen, and the
soldiers charged with its defense have been wiped
out. To Ennakamuy, this is grave news indeed...",0,無所謂。魯摩伊關卡淪陷，防衛軍全數遭到殲滅。這對恩那卡姆依而言，已經是損失慘重了……
6947,4B401926,5730,0,………,0,...,0,……
6948,4B49A9A8,10174,0,"じっとエルルゥの顔を見つめた。
少し寂しげに微笑む彼女の顔から真意は読み取れない。",0,"Our gazes meet. I stare at Eruruu in silence for
a couple moments, but I can't read anything in
her face. Her only response is a melancholy smile.",0,我緊緊盯著艾露露的臉，卻也無法從她略顯寂寞的笑容裡看穿她的真實意圖。
6949,4B4B45EB,9339,0,しかし、その考えを振り払った。,0,But I quickly shake off those thoughts.,0,但我還是甩開了這個念頭。
6950,4B4DC566,7748,0,確か、二人はトキフサ殿の治める氏族の出であったな？,0,"As I recall, you two hail from the clan that
Lord Tokifusa rules over?",0,鄙人記得，兩位是出身於時櫻大人治理下的氏族吧？
6951,4B4FAA49,6722,0,それを是とせず、簒奪しようというのであれば、共に戦うわけにはいかぬ。,0,"If yours would snatch that away from her, then
we cannot trust any diplomatic overtures you make,
well-intentioned or otherwise.",0,既然你們無法認同，打算進行篡奪，吾等就無法與你們並肩作戰。
6952,4B69271C,7051,0,それにトゥスクルも、その後具体的な動きはない。,0,"And Tuskur's shown no signs of movement, either.",0,而且就連圖斯庫爾，在之後也沒有具體動作。
6953,4B6B26F4,6448,0,無論。戯れでこのような地に来るわけがあるまい。,0,"Of course I understand. I would not endure such
a journey merely to trade jests.",0,吾當然明白。吾可不會為了開玩笑而前來此處。
6954,4B6E2E78,8701,0,わぁ、お客さんがいっぱいやぇ。,0,"Ooh, so many of them came out to play!",0,哇，客人好多啊。
6955,4B87399A,6172,0,"ハク殿……ハッ！？　そ、そうでおじゃる、
ハク殿に#@－－#、ハク殿……ハク殿は<何処:どこ>にいるでおじゃるか！？",0,"Master H-- Oh! Prithee, bring Master Haku, then.
I'll have it from him. Master Haku, show thyself!
Where art thou?",0,哈克大人……啊！？對、對了，找哈克大人#@－－#哈克大人……哈克大人在哪裡！？
6956,4B8C400C,6519,0,……オシュトル？,0,...Oshtor...?,0,……奧修特爾？
6957,4B9ABFA7,10259,0,す、すみません……,0,Th-Thank you...,0,不、不好意思……
6958,4B9C6B82,7944,0,ああ、アレか。確かにありゃあ、<効果覿面:こうかてきめん>だったな。,0,"Ah, that thing! Yeah, we got a lotta use outta
THAT little doodad.",0,啊，那個啊。那東西的確效果驚人啊。
6959,4BADFBA6,10178,0,事情は察しています。お気になさらずに。,0,"No, I understand your predicament. Do not let it
weigh on you.",0,我理解你們的狀況，還請不要在意。
6960,4BB1E2D0,10581,0,………,0,...,0,…………
6961,4BB2761F,9956,0,"<賢大僧正:オルヤンクル>が言っていた全てを知る者とは、
この人ではないということか。",0,"So she isn't the one that the Oruyankuru
mentioned. The one who knows all.",0,也就是說，<賢大僧正:奧爾揚庫爾>所說的知曉一切之人並不是這個人嗎。
6962,4BB8EE9E,7306,0,あなたが……あなたがルルティエを#@－－#！！,0,It was you...! YOU did this to her!!,0,就是你……就是你將露露緹耶給#@－－#！！
6963,4BBB0A06,8302,0,一瞬訝しげな顔をしたものの、取り繕うように笑みを浮かべて盃を<呷:あお>る。,0,"For a moment, his face looks ponderous... but
he smiles, as if to mend his hesitation, and
drinks deep.",0,他雖然一瞬間露出懷疑表情，但仍裝作沒事般笑著大口喝酒。
6964,4BC78445,7149,0,そ、それは……,0,Th-That is...,0,那、那實在……
6965,4BDEC47C,7236,0,お姉さま！　お兄さま！！,0,Sister! Brother!,0,姊姊大人！兄長大人！！
6966,4BEC247D,9592,0,しかし……相変わらず、硬い男でおじゃるな。,0,Still... th'art as rigid a man as I remember.,0,不過……您還是一如既往的拘謹呢。
6967,4BF35FED,10921,3,そんな折、宿の女将が村に伝わる「マシロ様」の話を聞かせてくれた。,3,"During her stay there, the innkeeper regales her with tales being spread throughout
the village of a certain Lord Mashiro.",3,也因為如此，她從旅店老闆娘那聽說了流傳於村子內的「純白大人」的故事。
6968,4C06AFA6,10366,0,………,0,...,0,…………
6969,4C092A22,7916,0,ただ。,0,But.,0,不過。
6970,4C516875,6713,0,<某:それがし>も異論は無い。,0,I have no objections.,0,鄙人也無異議。
6971,4C5633C2,6946,0,んな！？　ちょ、ちょっと。,0,Wh--!? H-Hold it!,0,什麼！？等、等等。
6972,4C57EB04,9429,0,……！？,0,...!?,0,……！？
6973,4C5E9A95,10050,0,"……貴方たちは自分たちこそが持つに<相応:ふさわ>しい者だと、
<何故:なにゆえ>に主張されるのです。",0,"...Tell me. What claim do you think you have over
this key?",0,……你們憑什麼認為自己才是此物的正當擁有者？
6974,4C84B316,8343,0,オウギ？,0,Ougi?,0,扇？
6975,4C91410D,9139,0,むぅ……,0,Hm...,0,唔……
6976,4C98FD0D,8641,0,"……伯父上から聞いておりませんか？　
私があなたの<許嫁:いいなづけ>であるということを。",0,"...You did not hear it from Uncle? That I am
your fiance?",0,……妳沒聽舅舅說過嗎？我是妳的未婚夫這件事。
6977,4C9AE535,10867,0,……！,0,...!,0,……！
6978,4C9DE5A5,8487,0,いかん、顔に出ていたか……,0,"Not good. I let it get to me, and it showed on
my face...",0,糟糕，情緒表現在臉上了嗎。
6979,4CA02518,9055,0,最後の仕上げ？　まだ何か策を持っているのか？,0,Final touch? He STILL has something up his sleeve?,0,最後的收尾？他還有什麼計策嗎？
6980,4CA501EA,9385,0,"傷ついても一歩も引かず、ただ前だけを見つめる姿……
これこそ<漢:おとこ>の死に様……",0,"Even through countless wounds, he never faltered.
He was... ever looking forward. He... died a death
any man would be proud of...",0,即使受傷也不退讓一步，只是一心向前……那副姿態，正是一名男子漢應有的死法……
6981,4CB2A2DA,8177,0,トキフサは<悄然:しょうぜん>と頷くと、ノスリの方に視線を移した。,0,"Tokifusa nods, his expression somber, then looks
directly to Nosuri.",0,時櫻悄然點頭後，隨即將視線移向鵟。
6982,4CB62291,7102,0,判りました……クジュウリとの橋渡しを担うお役目と思って、わたし、頑張ります。,0,"Then, yes... I will do my best to bridge relations
between Kujyuri and Ennakamuy, if that is my duty.",0,我明白了……我會作為各位與九重里之間的橋梁，好好加油的。
6983,4CE34E11,9018,0,ぐぐ……だが、オシュトルが追い込まれているのに変わりはないでおじゃる。,0,"Rrrrgh... E'en so, thy fate is unchanged! I have
thee cornered, Oshtor, I'll see thee doomed!",0,可惡……不過，這也改變不了奧修特爾已被逼入絕境的事實。
6984,4CE4393E,9043,0,危ないでおじゃるなぁ……,0,"Really, sirrah! Mind thee thy temper. Else,
thou mayst hurt thyself...",0,好危險啊……
6985,4D01FF57,7344,0,"シス殿にこれまでの無礼を許すと言っていただけるのなら、
<某:それがし>は改めて、共闘を申し出る。",0,"If you can forgive me for all the discourtesy I
have shown you, I would like to make my request
once more for an alliance with Kujyuri.",0,如果希絲殿下您願意原諒鄙人至今的無禮，請容鄙人再次提出共同作戰的請求。
6986,4D08985D,9019,0,いいのかなぁ……ボーっとしてるとひどい目に遭うと思うんよ？,0,"You sure you want to just stand there like that...?
You ought to pay more attention, pet, or you
might get a nasty bump.",0,這樣好嗎……心不在焉的話，你會很慘喔？
6987,4D0C5EB1,7125,0,何もかも手遅れです、父上……,0,"It's too late for that, Father...",0,一切都太遲了，父親大人……
6988,4D13E93E,10749,0,ああ、そうだな……お前も……<某:それがし>の可愛い妹だ……,0,"Yes... You're right... Just as you, too, are
my... adorable little sister...",0,對，沒錯……妳也是……鄙人可愛的妹妹啊……
6989,4D277909,7144,0,この瞬間、全てが決着したと言っていいだろう。一同はホッと息を漏らした。,0,"Looking at them, it seems clear that the matter's
been resolved. We all breathe a little easier.",0,這一刻，可說一切都底定了吧。眾人放心地吐出一口氣。
6990,4D28C44C,6445,0,ヤマトに……宣戦布告……？,0,Declare war... on Yamato...?,0,對大和……宣戰……？
6991,4D3E3D94,5495,0,これからやろうとしている事からすれば、それは当然の報いだ。,0,"It'd be only proper, considering what I'm about
to do.",0,以我接下來要做的事來看，這是理所當然的報應。
6992,4D3FE0D9,10698,0,旦那っ！,0,Boss!,0,老爺！
6993,4D6B4D9E,10956,0,アトゥイさま、それはどういう……,0,"Miss Atuy, what do you mean by--",0,阿圖依殿下，那是什麼意思……
6994,4D70C8ED,8110,0,"同盟締結を目的とする重要な会合のためか、
客間で相対するのは、トキフサとその護衛と思しき従者だけだった。",0,"Given the importance of the meeting, Tokifusa and
a small number of his personal guard are the only
other ones here.",0,不知是否因為這是以締結同盟為目的的重要會議，在會客間與我們面對面的，就只有時櫻，以及像是其護衛的隨從。
6995,4D7A9741,9141,0,いつまでもそんな所に立ってたら、風邪を引いちゃうかな。ほら、中に入って。,0,"You'll catch a cold standing out there all night,
Anju. Why don't you come in and talk to us?",0,一直站在那種地方的話會感冒的。好了，進來吧。
6996,4D8803A2,8135,0,"いや、そもそも中立というのも建前で、
これまで何度か、朝廷のエンナカムイへの進軍を見逃していたという事実もある。",0,"No... The neutrality was only a front. He stood
by and watched while Imperial forces marched on
Ennakamuy--on several occasions.",0,不，本來他的中立也就是表面話，在這之前，他好幾次都眼睜睜地看著朝廷對恩那卡姆依出兵，這也是事實。
6997,4D8BAEF8,8665,0,アトゥイの<許嫁:いいなづけ>か……,0,"Atuy's fiance, huh...?",0,阿圖依的未婚夫嗎……
6998,4DB376ED,9035,0,ふざけているのかっ！　くっ、こんな奴に……,0,"Are you trying to insult me!? You, who DARED to--
Rrrgh!",0,你在戲弄我嗎！可惡，我居然被這種傢伙……
6999,4DBB8D27,5588,0,"<海の神様:アトイカロウンカミ>……
どうかオシュトルはんと<殺:や>りあえますように……",0,"O blessed Atuykarounkami... Pleeeease let me
fight Oshtor to the death...!!!",0,<海之神:阿特依卡羅恩卡米>啊……請務必保佑人家能和奧修特爾先生廝殺……
7000,4DC639B7,6886,0,その思い切りの良さに舌を巻く。,0,"It's a little surprising they retreated so fast,
even still...",0,如此果斷倒令我深感佩服。
7001,4DCAC44C,10943,0,な#@－－#！,0,Wha--!?,0,什#@－－#！
7002,4DD355B5,7190,0,大丈夫、すでに赤の他人だから問題ないわ。,0,"Oh, no need to worry. Our family has absolutely
no ties with him anymore. It won't be a problem.",0,沒關係，那已經是毫不相關的人了，所以不要緊。
7003,4DD4E56B,9671,0,"邪魔が入ったことには<憤懣:ふんまん>たる思いもあるが……
それもまた、<戦:いくさ>の常。",0,"Indeed, I cannot say I do not resent the outside
interference... but that is common enough in war.",0,雖然中途遭到攪局一事令我憤懣……不過那也是兵家常事。
7004,4DD903FA,6028,10,……ネコネ。兄をそんな目で見るんじゃない。,10,Nekone...stop looking at your own brother with such disdain.,10,……貓音。不要用那種眼神看哥哥。
7005,4DED8B91,7819,0,なんせお前等が飛び出してからは、俺の独り住まいだからな。,0,"Hey, with you two gone, I'm back to livin' like
a bachelor.",0,畢竟在你們離家之後，我就一個人住啦。
7006,4DEE9AA7,10515,0,こうして待っていれば、貴方が来ると思っていました。,0,"We knew that if we were patient, you would come
to us.",0,我就想說只要這麼等著的話，你就會自己送上門來呢。
7007,4DFE22C7,9002,0,オシュトルよ、どうするのじゃ？,0,"Oshtor, what do we do?",0,奧修特爾，怎麼辦？
7008,4E03BD8C,9943,0,<母:はは>さま……,0,Dear mother...!,0,母親大人……
7009,4E075855,9638,0,"その言葉、嬉しいでおじゃる……
ライコウ殿も帝都を<戦場:いくさば>にする事を望んではいなかった……",0,"Words to soothe the spirit, were there ever such.
Thou shalt find the capital plain--Master Raiko
forbade me make a battlefield of it...",0,聽到您這麼說，麻呂好開心……雷光大人也一直不希望讓帝都淪為戰場……
7010,4E15CBD0,7500,0,まだ引きずっています。,0,She is still bound.,0,她還是無法忘懷。
7011,4E2430F8,10758,0,やっぱり……<兄:あに>さまは意地悪なのです。,0,"You... You can be so mean, dear brother.",0,果然……兄長大人很壞心。
7012,4E2C4797,8445,0,<敵:かたき>を取るため。,0,That I may take revenge.,0,為了報仇。
7013,4E2CE10E,8853,0,"さすがに見通しておられる。
海上で敵を引きつけた後は主力と合流し、全軍の指揮をとって頂きたい。",0,"Keenly observed. Yes--after holding off the enemy
from the sea, I would have you join up with our
main forces to take command.",0,都被您看穿了呢。從海上將敵人引開後，鄙人希望您與主力軍匯合，並且負責指揮全軍。
7014,4E35B4C8,9500,0,もっとも、貴様が生き残っていればの話だがな。,0,If you survive what's to come.,0,不過，那是在你能夠活下來的前提之下。
7015,4E3641C0,10434,0,！！,0,!!,0,！！
7016,4E57EB11,7559,0,"<兄:あに>さまが<兄:あに>さまになってしまったら、
<兄:あに>さまは……<何処:どこ>へ行ってしまうですか……？",0,If I admit it... my dear brother will disappear...,0,如果兄長大人變成了兄長大人，那兄長大人……會到哪裡去呢……？
7017,4E6F5B21,10847,0,キエテユク……,0,THEY LEAVE...,0,消失了……
7018,4E885A45,5626,0,"そ、それはそうかもしれないですけど駄目なのです。
もしばれたらお躰が丈夫ではない<母:はは>さまにはこの上ない毒になるです。",0,"Th-That may be true, but... If she finds out the
truth, it would be disastrous. For us, for her...",0,或、或許是這樣沒錯，但是不行。如果讓身體虛弱的母親大人知道真相，會讓她的病情雪上加霜的。
7019,4E9EAF5C,6135,0,…………,0,...,0,…………
7020,4EA5218D,8003,0,流石の姉上も、緊張しますか。,0,"Even my magnificent sister knows the feeling of
nervousness? My.",0,就算是大姊，也會感到緊張嗎？
7021,4EB09D67,5534,0,"オシュトルが好きな<胡桃:クルコ>の<饅頭:マムトゥ>よ。
ゆっくりしていられないだろうと思って、作っておいたの。",0,"It's your favorite--kuruko mamutu. I had a feeling
you two wouldn't be able to stay long, so I made
a little extra...",0,這是奧修特爾喜歡的<胡桃:庫爾柯><饅頭:饃穆托>哦。我想說你應該沒辦法久待，就提前做好了。
7022,4EB11B30,9875,0,どういう意味だ？,0,What do you mean by that?,0,這是什麼意思？
7023,4EB1AE9D,9627,0,マロロ！,0,Maroro!,0,麻呂呂！
7024,4EB897BF,6579,0,何を……する気じゃ……,0,Wh-What are you... going to do to me...?,0,妳打算……做什麼……
7025,4ECC14BF,5476,0,『わたし』の……家なのです。,0,Mine. My house.,0,是……「我」的家。
7026,4ED5A922,10269,0,"この獣達がもし天幕を見つけたら……。
寝ているヒトが大勢いますし、すぐには対処できないと思います。",0,"Most people in the tents are already asleep. They wouldn't be able to respond right away if these
beasts found our campsite.",0,"要是這群野獸找到帳篷的話……
畢竟還有很多人在睡，應該無法立刻應對。"
7027,4ED6DA16,10743,0,…………,0,...,0,…………
7028,4ED82B23,9454,0,『グオォッ！？』,0,HRAUGH!?,0,「嗚喔～！？」
7029,4ED84B6A,6013,25,いやいやいや、ヤクトワルトさんも本気にしないでくださいよ！？,25,"Oh, come on! Don't take her seriously, Jachdwalt!",25,不不不，亞庫托瓦爾特先生你也別當真啦！
7030,4EDE0BE0,8872,0,"相手方の采配師は、ただ狡猾なだけではなく、
かなりの逸材と見た。充分警戒しなくてはならない。",0,"The enemy's tactician is not only cunning, but
extremely talented. We must act with the utmost
caution.",0,鄙人認為敵方的軍師不僅僅是狡猾，還是個難得一見的天才，必須多加警戒。
7031,4EDE499B,5384,0,兄上……,0,Brother...,0,兄長大人……
7032,4EDFE5EB,8712,0,でも、少し変なのです。砦を攻めるにしては、兵の数が少ない様に思えるのです。,0,"Strange, though... Even for the sake of sieging
a fortress, their numbers are quite few.",0,但還是有點奇怪。以攻打城塞而言，士兵的數量好像也太少了。
7033,4EE6ADD4,5451,0,ハクさんが……死ん…だ？　あのハクさんが？,0,Haku's... dead? OUR Haku?,0,哈克先生……死了？那個哈克先生？
7034,4EEDFEA7,6866,0,"エンナカムイとトゥスクルの関係は、確認が取れていましたが……
今日の事態は予想外でした。",0,"We knew Ennakamuy and Tuskur had made contact,
but we couldn't have predicted this...",0,雖然早已確認恩那卡姆依與圖斯庫爾有所聯繫……但今日的狀況實屬預料之外。
7035,4EEF7B0C,5647,0,母は静かに何かを思い、そして告げた。,0,"Mother falls silent for a moment, seemingly
reflecting on my answer, then speaks.",0,母親靜靜地思考著什麼，然後開口說道。
7036,4EF41C83,8031,0,"まだ少し緊張しているようだが、
上気した顔からは意気込みがひしひしと伝わってきた。
その様子に胸を撫で下ろす。",0,"She still seems a little nervous, but I can tell
just from her face that her resolve is renewed.
I let out a small breath of relief...",0,雖然她似乎還有些緊張，但從她那興奮得紅潤的臉，能確切感受到她的積極氣勢。看到她那樣子，我放下心來。
7037,4EF4D39D,5685,0,でも、もう薬師様に……,0,Hm? But the apothecary already...,0,但是，藥師大人已經說……
7038,4F01C34F,7002,0,その必要はもう無くなってしまいました。,0,A duty which is no longer necessary.,0,已經沒有那個必要了。
7039,4F17E2F3,6834,0,何時でもいいかな。,0,Ready when you are.,0,隨時都沒問題。
7040,4F1A215D,6023,15,い、いや、必要ない。,15,"N-No, that's not necessary.",15,不、不用，不需要這樣。
7041,4F215B7F,9718,0,"しかし、お前達は気付かなかったか？　
このヤマトという國が、<何処:どこ>か<歪:いびつ>であるという事を。",0,"Yet... did you never notice? Have you not seen
for yourself how twisted and distorted this land
called Yamato has become?",0,但是，你們沒有注意到嗎？這個名為大和的國家，存在著某些扭曲之處。
7042,4F2292D5,8963,0,マロにはその光景がはっきりと見えるのでおじゃる。,0,"All too easily doth the scene unfold, plain afore
my mind's eye...",0,麻呂可以很清楚地看到那個場景。
7043,4F2B3428,9756,0,"だが、沈んだ太陽は再び昇り、民を照らしださんとしている。
アンジュ様という名の太陽がな。",0,"However, just as the sun will set, so it will
rise and shine upon the people once again...
this time, in the form of Lady Anju.",0,但是，沉落的太陽會再次升起，以繼續照耀人民。那就是名為杏樹大人的太陽。
7044,4F2D113B,5692,0,母は果たしてその背に乗っていい物かと少し戸惑いを見せる。,0,"Mother hesitates a moment, seemingly deliberating
on whether she should accept...",0,母親遲疑著，似乎在猶豫到底要不要上來。
7045,4F2F645C,9789,0,<主:あるじ>様、一緒。,0,"We are with you, Master.",0,主人，我們一起。
7046,4F3676B4,8071,0,他の者は、アンジュと共に<國境:くにざかい>で待機させている。,0,"The others are waiting at the border, along with
Anju.",0,其他人則聽從我的安排，與杏樹一同在國境處待命。
7047,4F3FB2FB,8829,0,"はい。
抜け道は発見出来ずとも、城内では我々が潜入してくることを警戒している筈です。",0,"Indeed. They may be unable to find the secret
passageways, but they will certainly be on the
lookout for them--and for any of us within them.",0,是的。就算沒能發現祕密通道，城內的敵軍應該也會有所警戒，以防我們潛入。
7048,4F5341F3,6580,0,これ以上の問答は無駄であろうからな。,0,"You have proven beyond doubt that words will do
nothing to convince you.",0,繼續對話也已經沒有意義了吧。
7049,4F67465F,8054,0,強いて言うなら、この出任せ自体が次策か？,0,"...If anything, maybe the empty reassurance was
itself my backup plan?",0,硬要說的話，這說詞本身就是備案了吧？
7050,4F75AD88,7380,0,はい……,0,Yes...,0,是……
7051,4F8F2955,9085,0,……起きてる？,0,...You're still awake in here?,0,……你還沒睡嗎？
7052,4F9300EA,6941,0,……ね、ネコネさん！？　いや、あのっ！　これはその、違うんですよっ。,0,"...Ah! N-Nekone!? Well! Um! Y-You misunderstand,
I--",0,……貓、貓音小姐！？不，那個！這個……事情不是那樣的啦。
7053,4F931EC2,7264,0,自分はアンジュにだけ聞こえるように小さく呟いた。,0,I whisper so that only Anju can hear me.,0,於是我用只有杏樹聽得到的音量小聲說道。
7054,4FC781B1,6372,0,それが……,0,Well...,0,其實……
7055,4FCD1A0C,9683,0,この力を以てすれば、オシュトル様を退けることも<容易:たやす>いかと。,0,"But I believe if you use this, you can finally
thwart Lord Oshtor with ease.",0,若是使用這種力量的話，想要擊退奧修特爾大人應該也是易如反掌。
7056,4FD2E073,10512,0,！！,0,!,0,！！
7057,4FD7E1E5,9768,0,"まだです。まだ終わっていません！　道は私が切り開きます！　
ライコウ様はどうかその夢を#@－－#！！",0,"Not yet... This is NOT over yet! I shall open the
path! Lord Raiko, please--I will see your dreams
realized...!",0,還沒完，還沒有結束！我來為您開闢道路！請雷光大人務必實現那個夢想#@－－#！！
7058,50073A77,9993,0,ミカヅチだけではないのじゃ。,0,And not just Mikazuchi!,0,可不只是御雷啊！！
7059,500E23FE,6940,0,…………,0,...,0,…………
7060,501653F6,9798,0,『……ココマデ、カ。』,0,...SO THIS IS WHERE IT ENDS.,0,「……到此為止了嗎。」
7061,5017D3D4,6795,0,やあぁぁぁぁぁッ！！,0,YAAAAAAHHH!!!,0,呀啊啊啊啊啊啊！！
7062,501860BB,5796,0,<余:よ>が笑い者になるというのか！？,0,You say I will become a laughingstock!?,0,你是說余會淪為笑柄嗎！？
7063,503D6989,6989,0,義には義を尽くすが<武人:もののふ>の務め。<何卒:なにとぞ>……,0,"It is a mononofu's code to repay honor with honor.
I ask your understanding...",0,盡義回報以義相待者乃是武人之責。還望您能諒解……
7064,503E5D0A,8946,0,禍々しくて、恐い顔……前の化粧の方がいいと思うのだけど。,0,"Such a sinister face. I preferred your old
makeup, I think.",0,充滿不祥之氣又恐怖的臉……之前化的妝還比較好。
7065,504452B7,10683,0,クーちゃん！？,0,Ku!?,0,小久！？
7066,504F310A,6833,0,"血路を切り開く！
クオン、行けるな？",0,"We will cut through! Kuon, are you prepared?",0,"鄙人來殺出一條血路！
久遠，妳可以吧？"
7067,505D844B,9273,0,"<仮面:アクルカ>の力は、諸刃の剣なのです……
だから……使いすぎれば、<兄:あに>さまの命が……",0,"The Akuruka... is a double-edged sword. Sh-Should
he reach a point of no return, dear brother will...",0,<假面:亞庫爾卡>之力是一把雙刃劍……所以……要是過度使用的話，兄長大人的性命就……
7068,50690B00,7646,0,ヴライ自身も、戦いを見守っていた者たちも、確かに異変を感じ取った。,0,"Something passes through everyone watching the
fight--even through Vurai himself. They can tell
something in the air has changed.",0,武賴自己，以及看著我們戰鬥的人，都確實感受到了異變。
7069,5069E8D2,6456,0,それでは、物資と引き換えにヤマトを売り渡せと言っているに等しいではないか！,0,"You would ask me to sell out my own people?
For your country's BRIBES!?",0,妳的意思不就是要我們以這些物資為交換，出賣大和嗎！
7070,508CFBB6,8977,0,だが、今のままでいいはずが無い……ならば自分のとる道はひとつしかない。,0,"Only one way to find out. I can't just leave him
the way he is now.",0,不過，勢必不能讓他再繼續這樣下去……那我也只有一條路可走了。
7071,5097C8F3,8016,0,そう心配するな、<既:すで>に次の手は考えてある。,0,"You need not look so worried. I have already
devised our next step.",0,別那麼擔心，鄙人已經想了別的方案。
7072,50AED0F5,10912,0,"ウィツァルネミテアと化したクオン、その超常の存在は全てを蹂躙する。しかし#@－－#
ハクに託された想い、クオンを救いたいという想い、それが彼らを衝き動かした。
皆奮闘するも、ウィツァルネミテアが生み出す不死の影に、疲労の色が見え始める。",0,"Transformed into Uitsualnemetia, Kuon's new, supernatural existence destroys
everything in its path. However, the others carry on, motivated by Haku's wishes
and their desire to save Kuon. Despite everyone's efforts, they begin to show signs
of fatigue in the long shadow of immortality cast by Uitsualnemetia.",0,"化為維茨亞奈米迪亞的久遠，作為超越常理的存在蹂躪了一切。然而#@－－#
哈克託付的信念、想要拯救久遠的心願，驅使了他們採取行動。
儘管眾人奮力抵抗，卻仍在維茨亞奈米迪亞催生的不死之影圍攻下漸顯疲態。"
7073,50B0D9A6,5303,0,行くことは許可出来ない。,0,I cannot allow that.,0,不准妳去。
7074,50B64655,9038,0,"この者の命で償わせる事がせめてもの供養なのです。
それでも、止せと仰るのですか……",0,"The only way I can face the spirits of the dead
is with his head in hand! And you want me to stay
my blade?",0,讓此人償命只是最低限度的慰藉。即便如此，您還是要制止我嗎……
7075,50BDAA30,10202,0,"兄貴の遺産を狙っているなら、そこを目指すはずだ。
このままでは、兄貴の身に危険が……",0,"If he's after my brother's legacy, that's where
he'd go next. At this rate, my brother's going
to be in danger...",0,他的目的既然是大哥的遺產，那應該會去那才對。這樣的話，大哥就有危險了……
7076,50C105E2,6072,0,やかましい！！　無能の役立たずが何を<吐:ぬ>かすにゃも！！,0,"Shut UP, you blithering fop!",0,吵死了！！你這沒用廢物在講什麼廢話喵呣！！
7077,50C49DD5,8603,0,アンジュの言葉を<遮:さえぎ>るように、そう言葉を挟む。,0,"I interject, in an effort to circumvent Anju's
words.",0,我如此說了一句，打斷了杏樹的話。
7078,50C730BF,10230,0,ああ、キウルもかい。やっぱり冬になるとか聞くと、自然と近くなるのかねえ。,0,"What, you too? So it's true that nature calls a lot more often in winter, eh?",0,啊啊，奇羽琉你也是啊。果然到了冬天，就會常常想上廁所呢。
7079,50CB63DD,7467,0,……え。,0,...Eh?,0,……咦？
7080,50D7FAAC,9086,0,こんな夜更けにどうした。,0,Kuon? What brings you here at this hour?,0,三更半夜的，怎麼了嗎？
7081,50E6851E,8214,0,夜は、オシュトル一行を歓迎する為に宴が開かれることとなった。,0,"In the evening, a banquet is held to welcome
Oshtor and his retinue to the castle.",0,晚上，城裡決定舉辦宴會來歡迎奧修特爾一行人。
7082,50EA8A55,5779,0,<余:よ>もハクに救われた。,0,Haku saved me.,0,她重複唸著，用袖子擦拭眼淚。
7083,5100A4CF,9283,0,あの時のヴライのように……,0,Just like Vurai. I see...,0,就像那個時候的武賴一樣……
7084,51019889,6656,0,"これでは<皆:みな>に……顔向けできぬ……
こんなに不甲斐なくては……<余:よ>は……",0,"How can I look the others in the face like this,
crawling in the dirt, spineless, cowering...?",0,這樣下去……余實在無顏面對大家……余是……如此無用……
7085,51055A88,10240,0,キウルのやつ、すぐ戻ってくるって言ったわりには遅いじゃない。,0,"Kiwru said he'd be right back, but now he's sure taking his time.",0,奇羽琉那傢伙，明明說去去就回的，怎麼這麼慢啊。
7086,510949AC,10074,0,このまま粘っても、そのうち力尽きて押し切られてしまうのです。,0,"Even if we aim only to endure their attacks,
we will inevitably be overwhelmed...",0,就算這樣硬撐下去，遲早也會變得精疲力盡，最後被他們打倒的。
7087,510C1A9A,7924,0,少しでも義理堅い奴なら、声に応じてくれるだろうさ。,0,"Anyone who's got a strong sense of duty will
answer my call, sure.",0,只要是多少重視道義的傢伙，應該就會有所回應。
7088,51135681,8533,0,ハッハッハ、丈夫なのが取り柄ですからな。,0,"Hahahah! Well, being sturdy is one of my strong
points!",0,哈哈哈，壯健正是我的優點啊。
7089,5121542A,8655,0,はぁ……,0,Uh... huh...?,0,啊……
7090,5124EF29,8244,0,"トキフサは急かすようにそう言うと、音頭を取った。
それに応えて、皆が盃を<呷:あお>る。",0,"With Tokifusa urging us on, we all drink deeply
from our cups.",0,時櫻像是催促般地如此說道，隨即便起頭帶領大家乾杯。於是眾人回應他的呼聲，喝起杯中的酒。
7091,51420153,10640,0,『フッ、クオン……』,0,"HAH, KUON...",0,「呵，久遠……」
7092,51436A8F,5381,0,でも、女性や子供は無事のようなのです。,0,But the women and children are safe...,0,不過，女人和小孩都平安無事的樣子。
7093,5144B16E,10011,0,ミカヅチ……感謝せねばならぬようだな。,0,Mikazuchi... It seems I owe you thanks.,0,御雷……看來鄙人必須好好感謝你才行。
7094,5144E3CC,10191,0,わたしは<此処:ここ>で、いつまでも待ってますから。,0,"I will await your return. No matter how long it
takes.",0,我會一直在這裡等著妳的。
7095,5153AA45,7700,0,その巨体は、力なく轟音と共に崩れ落ち、やがてオシュトルの姿へと戻った。,0,"With one last broken roar, his giant body crumples
to the ground... and soon shifts back to the
familiar form of Oshtor.",0,那龐大的身軀伴隨著巨響無力地崩落，最終變回了奧修特爾的模樣。
