group_key,is_rep,priority,group_size,jp_type,section,index,id_hex,slot,ja,ja_tpl,locks
自內心的嫌棄臉。,1,63,1,kanji_term,3,119,6648F460,text4,\xBC自內心的嫌棄臉。,{{L000}}自內心的嫌棄臉。,"[""\\xBC""]"
は……その……,1,87,1,normal,3,120,AD1427C5,text3,\xB9は……その……,{{L000}}は……その……,"[""\\xB9""]"
。 一応、達の……まとめ役、ということになるのかな。,1,86,2,normal,3,121,5C429510,text1,"\xAF。
一応、<私:わたくし>達の……まとめ役、ということになるのかな。","{{L000}}。
一応、{{L001}}達の……まとめ役、ということになるのかな。","[""\\xAF"", ""<私:わたくし>""]"
。 一応、達の……まとめ役、ということになるのかな。,0,86,2,normal,3,121,5C429510,text2,"\xAF。
一応、<私:わたくし>達の……まとめ役、ということになるのかな。","{{L000}}。
一応、{{L001}}達の……まとめ役、ということになるのかな。","[""\\xAF"", ""<私:わたくし>""]"
:わたくし>達の……まとめ役、ということになるのかな。,1,107,1,normal,3,121,5C429510,text3,\xA7\x81:わたくし>達の……まとめ役、ということになるのかな。,{{L000}}{{L001}}:わたくし>達の……まとめ役、ということになるのかな。,"[""\\xA7"", ""\\x81""]"
>達の……まとめ役、ということになるのかな。,1,92,1,normal,3,121,5C429510,text4,\x81\x97>達の……まとめ役、ということになるのかな。,{{L000}}{{L001}}>達の……まとめ役、ということになるのかな。,"[""\\x81"", ""\\x97""]"
……まとめ役、ということになるのかな。,1,79,2,normal,3,122,3AD72B8A,text1,\x81\xAE……まとめ役、ということになるのかな。,{{L000}}{{L001}}……まとめ役、ということになるのかな。,"[""\\x81"", ""\\xAE""]"
……まとめ役、ということになるのかな。,0,79,2,normal,3,122,3AD72B8A,text2,\x81\xAE……まとめ役、ということになるのかな。,{{L000}}{{L001}}……まとめ役、ということになるのかな。,"[""\\x81"", ""\\xAE""]"
…隊長吧。,1,70,1,kanji_term,3,122,3AD72B8A,text3,…隊長吧。,…隊長吧。,[]
えて、中々に非凡で面白いヒトなんだ。 共々、よろしくお願いね。,1,100,1,normal,3,122,3AD72B8A,text4,"えて、中々に非凡で面白いヒトなんだ。
共々、よろしくお願いね。","えて、中々に非凡で面白いヒトなんだ。
共々、よろしくお願いね。",[]
葉にコクコクと肯くルルティエ。,1,85,1,normal,3,123,F9024762,text4,\x80葉にコクコクと肯くルルティエ。,{{L000}}葉にコクコクと肯くルルティエ。,"[""\\x80""]"
……さんのですか？,1,89,1,normal,3,124,9949A6BF,text3,……<皆:みな>さんのですか？,……{{L000}}さんのですか？,"[""<皆:みな>""]"
長嗎？,1,58,1,kanji_term,3,124,9949A6BF,text4,長嗎？,長嗎？,[]
クオン、ルルティエ、ネコネの顔を見比べる。,1,81,2,normal,3,125,D56AD1F8,text1,\x80\x81クオン、ルルティエ、ネコネの顔を見比べる。,{{L000}}{{L001}}クオン、ルルティエ、ネコネの顔を見比べる。,"[""\\x80"", ""\\x81""]"
クオン、ルルティエ、ネコネの顔を見比べる。,0,81,2,normal,3,125,D56AD1F8,text2,\x80\x81クオン、ルルティエ、ネコネの顔を見比べる。,{{L000}}{{L001}}クオン、ルルティエ、ネコネの顔を見比べる。,"[""\\x80"", ""\\x81""]"
ろしく頼む。,1,66,2,normal,3,128,02D8E4A9,text1,\x82\x88ろしく頼む。,{{L000}}{{L001}}ろしく頼む。,"[""\\x82"", ""\\x88""]"
ろしく頼む。,0,66,2,normal,3,128,02D8E4A9,text2,\x82\x88ろしく頼む。,{{L000}}{{L001}}ろしく頼む。,"[""\\x82"", ""\\x88""]"
い、こちらこそよろしくお願いします！,1,98,1,normal,3,128,02D8E4A9,text3,\x81\xAFい、こちらこそよろしくお願いします！,{{L000}}{{L001}}い、こちらこそよろしくお願いします！,"[""\\x81"", ""\\xAF""]"
是請多多指教！,1,62,1,kanji_term,3,128,02D8E4A9,text4,\x89\x8D是請多多指教！,{{L000}}{{L001}}是請多多指教！,"[""\\x89"", ""\\x8D""]"
行禮。,1,58,1,kanji_term,3,129,4EFB93EE,text4,行禮。,行禮。,[]
、この帝都でいろいろと学ぶために？,1,97,1,normal,3,131,033332E5,text3,、この帝都でいろいろと学ぶために？,、この帝都でいろいろと学ぶために？,[]
ろいろと学ぶために？,1,80,1,normal,3,131,033332E5,text4,\x81\x84ろいろと学ぶために？,{{L000}}{{L001}}ろいろと学ぶために？,"[""\\x81"", ""\\x84""]"
いろと学ぶために？,1,69,2,normal,3,132,751A24D2,text1,\x8Dいろと学ぶために？,{{L000}}いろと学ぶために？,"[""\\x8D""]"
いろと学ぶために？,0,69,2,normal,3,132,751A24D2,text2,\x8Dいろと学ぶために？,{{L000}}いろと学ぶために？,"[""\\x8D""]"
都也是為了求學嗎？,1,59,1,kanji_sentence,3,132,751A24D2,text3,\x9D都也是為了求學嗎？,{{L000}}都也是為了求學嗎？,"[""\\x9D""]"
らお許しが出まして、今年から。,1,95,1,normal,3,133,39395395,text3,\x81\x8Bらお許しが出まして、今年から。,{{L000}}{{L001}}らお許しが出まして、今年から。,"[""\\x81"", ""\\x8B""]"
ら。,1,112,5,normal,3,133,39395395,text4,\x8Bら。,{{L000}}ら。,"[""\\x8B""]"
ら。,0,112,5,normal,4,106,72C18C8E,text1,ら。,ら。,[]
ら。,0,112,5,normal,4,106,72C18C8E,text2,ら。,ら。,[]
ら。,0,112,5,normal,13,80,D697B0DD,text1,\x81\x8Bら。,{{L000}}{{L001}}ら。,"[""\\x81"", ""\\x8B""]"
ら。,0,112,5,normal,13,80,D697B0DD,text2,\x81\x8Bら。,{{L000}}{{L001}}ら。,"[""\\x81"", ""\\x8B""]"
この少年もどこかの豪族の子息って事になるのか。,1,93,1,normal,3,134,4F545984,text4,この少年もどこかの豪族の子息って事になるのか。,この少年もどこかの豪族の子息って事になるのか。,[]
子弟嗎。,1,69,1,kanji_term,3,135,BD4F3745,text3,子弟嗎。,子弟嗎。,[]
みる。,1,83,1,normal,3,138,A7DC2AFD,text3,\xA6みる。,{{L000}}みる。,"[""\\xA6""]"
眼少年的隊列。,1,62,1,kanji_term,3,138,A7DC2AFD,text4,\x80眼少年的隊列。,{{L000}}眼少年的隊列。,"[""\\x80""]"
と違い装飾もなく、 田舎者みたいで恥ずかしいのですが……,1,108,1,normal,3,140,E88C985A,text3,"\x80\x85と違い装飾もなく、
田舎者みたいで恥ずかしいのですが……","{{L000}}{{L001}}と違い装飾もなく、
田舎者みたいで恥ずかしいのですが……","[""\\x80"", ""\\x85""]"
飾もなく、 田舎者みたいで恥ずかしいのですが……,1,94,1,normal,3,140,E88C985A,text4,"\x85飾もなく、
田舎者みたいで恥ずかしいのですが……","{{L000}}飾もなく、
田舎者みたいで恥ずかしいのですが……","[""\\x85""]"
なく、 田舎者みたいで恥ずかしいのですが……,1,82,2,normal,3,141,990DBA99,text1,"\x82\x82なく、
田舎者みたいで恥ずかしいのですが……","{{L000}}{{L001}}なく、
田舎者みたいで恥ずかしいのですが……","[""\\x82"", ""\\x82""]"
なく、 田舎者みたいで恥ずかしいのですが……,0,82,2,normal,3,141,990DBA99,text2,"\x82\x82なく、
田舎者みたいで恥ずかしいのですが……","{{L000}}{{L001}}なく、
田舎者みたいで恥ずかしいのですが……","[""\\x82"", ""\\x82""]"
、そう言いつつも恥じている様子は無い。,1,89,1,normal,3,142,3C4D68EB,text4,\x81\x8C、そう言いつつも恥じている様子は無い。,{{L000}}{{L001}}、そう言いつつも恥じている様子は無い。,"[""\\x81"", ""\\x8C""]"
舎者なのです。,1,77,1,normal,3,143,A307DBE9,text4,\x94\xB0舎者なのです。,{{L000}}{{L001}}舎者なのです。,"[""\\x94"", ""\\xB0""]"
ネの言葉にがっくりと落ち込む。,1,85,1,normal,3,144,0647099B,text4,\xB3ネの言葉にがっくりと落ち込む。,{{L000}}ネの言葉にがっくりと落ち込む。,"[""\\xB3""]"
的話失落不已。,1,52,2,kanji_term,3,145,7EBC4319,text1,\x9F\xB3的話失落不已。,{{L000}}{{L001}}的話失落不已。,"[""\\x9F"", ""\\xB3""]"
的話失落不已。,0,52,2,kanji_term,3,145,7EBC4319,text2,\x9F\xB3的話失落不已。,{{L000}}{{L001}}的話失落不已。,"[""\\x9F"", ""\\xB3""]"
不已。,1,68,1,kanji_term,3,145,7EBC4319,text3,\xBD不已。,{{L000}}不已。,"[""\\xBD""]"
っちの方が好きなのです。,1,92,1,normal,3,146,B5E090BC,text3,\x81\x9Dっちの方が好きなのです。,{{L000}}{{L001}}っちの方が好きなのです。,"[""\\x81"", ""\\x9D""]"
喜歡這樣的。,1,61,1,kanji_term,3,146,B5E090BC,text4,\xBC\x83喜歡這樣的。,{{L000}}{{L001}}喜歡這樣的。,"[""\\xBC"", ""\\x83""]"
かったなぁって思います。,1,92,1,normal,3,147,3374E212,text3,\x89\xAFかったなぁって思います。,{{L000}}{{L001}}かったなぁって思います。,"[""\\x89"", ""\\xAF""]"
回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』 と言ってたネコネさんの言葉を思い出しまして、 そうしてみたんですよ。,1,90,2,normal,3,149,8B3100D8,text1,"\x8A回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。","{{L000}}回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。","[""\\x8A""]"
回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』 と言ってたネコネさんの言葉を思い出しまして、 そうしてみたんですよ。,0,90,2,normal,3,149,8B3100D8,text2,"\x8A回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。","{{L000}}回も『華美も過ぎれば醜いだけ。落ち着いた方が好きだ』
と言ってたネコネさんの言葉を思い出しまして、
そうしてみたんですよ。","[""\\x8A""]"
を思い出しまして、 そうしてみたんですよ。,1,101,1,normal,3,149,8B3100D8,text3,"を思い出しまして、
そうしてみたんですよ。","を思い出しまして、
そうしてみたんですよ。",[]
斐があったなぁ。,1,78,1,normal,3,150,2E71D2AA,text4,\x94\xB2斐があったなぁ。,{{L000}}{{L001}}斐があったなぁ。,"[""\\x94"", ""\\xB2""]"
……ですか。,1,76,1,normal,3,151,5FF0F069,text4,\x86……ですか。,{{L000}}……ですか。,"[""\\x86""]"
すか。,1,63,2,normal,3,152,13D3872E,text1,\x81\xA7すか。,{{L000}}{{L001}}すか。,"[""\\x81"", ""\\xA7""]"
すか。,0,63,2,normal,3,152,13D3872E,text2,\x81\xA7すか。,{{L000}}{{L001}}すか。,"[""\\x81"", ""\\xA7""]"
すいな。 こんな無愛想なチンチクリンが好きとは、物好きだね。,1,100,1,normal,3,152,13D3872E,text4,"\x82\x84すいな。
こんな無愛想なチンチクリンが好きとは、物好きだね。","{{L000}}{{L001}}すいな。
こんな無愛想なチンチクリンが好きとは、物好きだね。","[""\\x82"", ""\\x84""]"
んな無愛想なチンチクリンが好きとは、物好きだね。,1,84,2,normal,3,153,E28535FB,text1,んな無愛想なチンチクリンが好きとは、物好きだね。,んな無愛想なチンチクリンが好きとは、物好きだね。,[]
んな無愛想なチンチクリンが好きとは、物好きだね。,0,84,2,normal,3,153,E28535FB,text2,んな無愛想なチンチクリンが好きとは、物好きだね。,んな無愛想なチンチクリンが好きとは、物好きだね。,[]
ンチクリンが好きとは、物好きだね。,1,97,1,normal,3,153,E28535FB,text3,\x83\x81ンチクリンが好きとは、物好きだね。,{{L000}}{{L001}}ンチクリンが好きとは、物好きだね。,"[""\\x83"", ""\\x81""]"
好きとは、物好きだね。,1,81,1,normal,3,153,E28535FB,text4,\x8C好きとは、物好きだね。,{{L000}}好きとは、物好きだね。,"[""\\x8C""]"
きとは、物好きだね。,1,70,2,normal,3,154,C0BA436B,text1,きとは、物好きだね。,きとは、物好きだね。,[]
きとは、物好きだね。,0,70,2,normal,3,154,C0BA436B,text2,きとは、物好きだね。,きとは、物好きだね。,[]
點，喜好真特殊呢。,1,74,1,kanji_term,3,154,C0BA436B,text3,點，喜好真特殊呢。,點，喜好真特殊呢。,[]
移動した方がいいのです。 いつまでもそこで立ち止まってると、周りの迷惑になるです。,1,100,1,normal,3,155,41C21917,text4,"\x8D移動した方がいいのです。
いつまでもそこで立ち止まってると、周りの迷惑になるです。","{{L000}}移動した方がいいのです。
いつまでもそこで立ち止まってると、周りの迷惑になるです。","[""\\x8D""]"
迷惑になるです。,1,68,2,normal,3,156,A4540604,text1,\xAE迷惑になるです。,{{L000}}迷惑になるです。,"[""\\xAE""]"
迷惑になるです。,0,68,2,normal,3,156,A4540604,text2,\xAE迷惑になるです。,{{L000}}迷惑になるです。,"[""\\xAE""]"
困擾。,1,58,1,kanji_term,3,156,A4540604,text4,困擾。,困擾。,[]
ウルが車に乗り込むと、 停まっていた行列が動き出す。,1,106,1,normal,3,157,E482CB65,text3,"\x82\xADウルが車に乗り込むと、
停まっていた行列が動き出す。","{{L000}}{{L001}}ウルが車に乗り込むと、
停まっていた行列が動き出す。","[""\\x82"", ""\\xAD""]"
ていた行列が動き出す。,1,81,1,normal,3,157,E482CB65,text4,\x81\xA3ていた行列が動き出す。,{{L000}}{{L001}}ていた行列が動き出す。,"[""\\x81"", ""\\xA3""]"
き出す。,1,64,2,normal,3,158,7454D77A,text1,き出す。,き出す。,[]
き出す。,0,64,2,normal,3,158,7454D77A,text2,き出す。,き出す。,[]
ほど挨拶にうかがいますので、それではまた。,1,81,2,normal,3,159,FB1FE871,text1,\x8Cほど挨拶にうかがいますので、それではまた。,{{L000}}ほど挨拶にうかがいますので、それではまた。,"[""\\x8C""]"
ほど挨拶にうかがいますので、それではまた。,0,81,2,normal,3,159,FB1FE871,text2,\x8Cほど挨拶にうかがいますので、それではまた。,{{L000}}ほど挨拶にうかがいますので、それではまた。,"[""\\x8C""]"
それではまた。,1,87,1,normal,3,159,FB1FE871,text3,それではまた。,それではまた。,[]
停まっていた行列が動き出す。,1,94,1,normal,3,161,B44F5AD6,text3,停まっていた行列が動き出す。,停まっていた行列が動き出す。,[]
隊列才又開始移動。,1,54,2,kanji_term,3,162,6D4FE63B,text1,\x9A\x84隊列才又開始移動。,{{L000}}{{L001}}隊列才又開始移動。,"[""\\x9A"", ""\\x84""]"
隊列才又開始移動。,0,54,2,kanji_term,3,162,6D4FE63B,text2,\x9A\x84隊列才又開始移動。,{{L000}}{{L001}}隊列才又開始移動。,"[""\\x9A"", ""\\x84""]"
るくて礼儀正しくて。,1,70,2,normal,3,163,110F88A4,text1,\x98\x8Eるくて礼儀正しくて。,{{L000}}{{L001}}るくて礼儀正しくて。,"[""\\x98"", ""\\x8E""]"
るくて礼儀正しくて。,0,70,2,normal,3,163,110F88A4,text2,\x98\x8Eるくて礼儀正しくて。,{{L000}}{{L001}}るくて礼儀正しくて。,"[""\\x98"", ""\\x8E""]"
又開朗且品行端正。,1,74,1,kanji_term,3,163,110F88A4,text3,又開朗且品行端正。,又開朗且品行端正。,[]
では言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,1,90,2,normal,3,164,F987FBDD,text1,\x81\xBEでは言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,{{L000}}{{L001}}では言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,"[""\\x81"", ""\\xBE""]"
では言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,0,90,2,normal,3,164,F987FBDD,text2,\x81\xBEでは言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,{{L000}}{{L001}}では言わないけど、もう少しだけあのコみたいなら可愛げがあるのかな？,"[""\\x81"", ""\\xBE""]"
があるのかな？,1,87,1,normal,3,164,F987FBDD,text3,\x92があるのかな？,{{L000}}があるのかな？,"[""\\x92""]"
それにしても……ふふん。,1,82,1,normal,3,165,C5CE7815,text4,それにしても……ふふん。,それにしても……ふふん。,[]
……呵呵。,1,50,2,kanji_term,3,166,3498CAC0,text1,……呵呵。,……呵呵。,[]
……呵呵。,0,50,2,kanji_term,3,166,3498CAC0,text2,……呵呵。,……呵呵。,[]
オンが笑みを漏らしながら、ネコネの頬をプニプニとつつく。,1,98,1,normal,3,166,3498CAC0,text4,\x82\xAFオンが笑みを漏らしながら、ネコネの頬をプニプニとつつく。,{{L000}}{{L001}}オンが笑みを漏らしながら、ネコネの頬をプニプニとつつく。,"[""\\x82"", ""\\xAF""]"
をプニプニとつつく。,1,70,2,normal,3,167,6D4FE63B,text1,をプニプニとつつく。,をプニプニとつつく。,[]
をプニプニとつつく。,0,70,2,normal,3,167,6D4FE63B,text2,をプニプニとつつく。,をプニプニとつつく。,[]
意，戳了戳貓音的臉。,1,75,1,kanji_term,3,167,6D4FE63B,text3,意，戳了戳貓音的臉。,意，戳了戳貓音的臉。,[]
ま？,1,82,4,normal,3,168,08D14908,text1,\x95ま？,{{L000}}ま？,"[""\\x95""]"
ま？,0,82,4,normal,3,168,08D14908,text2,\x95ま？,{{L000}}ま？,"[""\\x95""]"
ま？,0,82,4,normal,18,223,64C7788C,text1,\x95ま？,{{L000}}ま？,"[""\\x95""]"
ま？,0,82,4,normal,18,223,64C7788C,text2,\x95ま？,{{L000}}ま？,"[""\\x95""]"
うです？ 別に普通だと思うのです。,1,87,1,normal,3,168,08D14908,text4,うです？　別に普通だと思うのです。,うです？　別に普通だと思うのです。,[]
きっとネコネのことが……,1,92,1,normal,3,169,4662B5F8,text3,\x81きっとネコネのことが……,{{L000}}きっとネコネのことが……,"[""\\x81""]"
貓音妳……,1,60,1,kanji_term,3,169,4662B5F8,text4,\x8D貓音妳……,{{L000}}貓音妳……,"[""\\x8D""]"
ィエもそう思わない？,1,90,1,normal,3,170,737077F4,text3,\x83\x86ィエもそう思わない？,{{L000}}{{L001}}ィエもそう思わない？,"[""\\x83"", ""\\x86""]"
い、何だか温かな気持ちが伝わってくるような…… ポカポカしました……,1,110,1,normal,3,171,2125F5EB,text3,"い、何だか温かな気持ちが伝わってくるような……
ポカポカしました……","い、何だか温かな気持ちが伝わってくるような……
ポカポカしました……",[]
かな気持ちが伝わってくるような…… ポカポカしました……,1,98,1,normal,3,171,2125F5EB,text4,"\xB8\xA9かな気持ちが伝わってくるような……
ポカポカしました……","{{L000}}{{L001}}かな気持ちが伝わってくるような……
ポカポカしました……","[""\\xB8"", ""\\xA9""]"
な気持ちが伝わってくるような…… ポカポカしました……,1,87,2,normal,3,172,5F7984B9,text1,"な気持ちが伝わってくるような……
ポカポカしました……","な気持ちが伝わってくるような……
ポカポカしました……",[]
な気持ちが伝わってくるような…… ポカポカしました……,0,87,2,normal,3,172,5F7984B9,text2,"な気持ちが伝わってくるような……
ポカポカしました……","な気持ちが伝わってくるような……
ポカポカしました……",[]
情感傳來一般……讓人感覺暖烘烘的……,1,68,1,kanji_sentence,3,172,5F7984B9,text3,情感傳來一般……讓人感覺暖烘烘的……,情感傳來一般……讓人感覺暖烘烘的……,[]
色恋沙汰が好きだと相場が決まってるが、 妙に盛り上がってるな。,1,90,2,normal,3,173,3EB8D6FF,text1,"\xAF色恋沙汰が好きだと相場が決まってるが、
妙に盛り上がってるな。","{{L000}}色恋沙汰が好きだと相場が決まってるが、
妙に盛り上がってるな。","[""\\xAF""]"
色恋沙汰が好きだと相場が決まってるが、 妙に盛り上がってるな。,0,90,2,normal,3,173,3EB8D6FF,text2,"\xAF色恋沙汰が好きだと相場が決まってるが、
妙に盛り上がってるな。","{{L000}}色恋沙汰が好きだと相場が決まってるが、
妙に盛り上がってるな。","[""\\xAF""]"
が、 妙に盛り上がってるな。,1,94,1,normal,3,173,3EB8D6FF,text3,"が、
妙に盛り上がってるな。","が、
妙に盛り上がってるな。",[]
てるな。,1,74,1,normal,3,173,3EB8D6FF,text4,てるな。,てるな。,[]
話しかけてくるのは、わたしがさまの妹だからなのです。,1,96,1,normal,3,174,6CED54E0,text4,\x8C話しかけてくるのは、わたしが<兄:あに>さまの妹だからなのです。,{{L000}}話しかけてくるのは、わたしが{{L001}}さまの妹だからなのです。,"[""\\x8C"", ""<兄:あに>""]"
らなのです。,1,66,2,normal,3,175,71E86458,text1,\x8Bらなのです。,{{L000}}らなのです。,"[""\\x8B""]"
らなのです。,0,66,2,normal,3,175,71E86458,text2,\x8Bらなのです。,{{L000}}らなのです。,"[""\\x8B""]"
:あに>さまとキウルは兄弟の誓いを結んでいまして。,1,95,1,normal,3,175,71E86458,text4,\x85\x84:あに>さまとキウルは兄弟の誓いを結んでいまして。,{{L000}}{{L001}}:あに>さまとキウルは兄弟の誓いを結んでいまして。,"[""\\x85"", ""\\x84""]"
であるわたしがも本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,1,110,1,normal,3,177,A52994E9,text3,\xB9であるわたしが<何時:いつ>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,{{L000}}であるわたしが{{L001}}も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,"[""\\xB9"", ""<何時:いつ>""]"
がも本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,1,100,1,normal,3,177,A52994E9,text4,が<何時:いつ>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,が{{L000}}も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,"[""<何時:いつ>""]"
>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,1,90,2,normal,3,178,0069469B,text1,\x81\xA4>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,{{L000}}{{L001}}>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,"[""\\x81"", ""\\xA4""]"
>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,0,90,2,normal,3,178,0069469B,text2,\x81\xA4>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,{{L000}}{{L001}}>も本ばかり読んでいるのを気にかけて、よく話しかけてくるのです。,"[""\\x81"", ""\\xA4""]"
すから、 気にする必要は無いと言ってるですが。,1,103,1,normal,3,179,F13FF44E,text3,"\x81\xA7すから、
気にする必要は無いと言ってるですが。","{{L000}}{{L001}}すから、
気にする必要は無いと言ってるですが。","[""\\x81"", ""\\xA7""]"
要は無いと言ってるですが。,1,83,1,normal,3,179,F13FF44E,text4,\xBF\x85要は無いと言ってるですが。,{{L000}}{{L001}}要は無いと言ってるですが。,"[""\\xBF"", ""\\x85""]"
……なんだ。 ちなみにネコネは彼のこと、どう……思ってるの？,1,110,1,normal,3,180,547F263C,text3,"……なんだ。
ちなみにネコネは彼のこと、どう……思ってるの？","……なんだ。
ちなみにネコネは彼のこと、どう……思ってるの？",[]
詰めが甘い、泣き虫、 精神的にい、努力は認める、才能はあるのに、,1,110,1,normal,3,181,1038127E,text3,"\x80\x81詰めが甘い、泣き虫、
精神的に<脆:もろ>い、努力は認める、才能はあるのに、","{{L000}}{{L001}}詰めが甘い、泣き虫、
精神的に{{L002}}い、努力は認める、才能はあるのに、","[""\\x80"", ""\\x81"", ""<脆:もろ>""]"
、才能はあるのに、,1,79,1,normal,3,181,1038127E,text4,\x8B、才能はあるのに、,{{L000}}、才能はあるのに、,"[""\\x8B""]"
違えてる。,1,75,1,normal,3,182,4C0E2DFA,text4,\x8D違えてる。,{{L000}}違えてる。,"[""\\x8D""]"
素雅搞混。,1,50,2,kanji_term,3,183,8752FE5F,text1,\xB7\x9F素雅搞混。,{{L000}}{{L001}}素雅搞混。,"[""\\xB7"", ""\\x9F""]"
素雅搞混。,0,50,2,kanji_term,3,183,8752FE5F,text2,\xB7\x9F素雅搞混。,{{L000}}{{L001}}素雅搞混。,"[""\\xB7"", ""\\x9F""]"
が、取りあえずそんな感じなのです。,1,97,1,normal,3,184,0923233F,text3,\x81\x99が、取りあえずそんな感じなのです。,{{L000}}{{L001}}が、取りあえずそんな感じなのです。,"[""\\x81"", ""\\x99""]"
不過大致上就這些吧。,1,65,1,kanji_term,3,184,0923233F,text4,\xBC\x8C不過大致上就這些吧。,{{L000}}{{L001}}不過大致上就這些吧。,"[""\\xBC"", ""\\x8C""]"
もしかして、彼のこと迷惑に思ってたりなんて……,1,93,1,normal,3,186,A4865E83,text4,もしかして、彼のこと迷惑に思ってたりなんて……,もしかして、彼のこと迷惑に思ってたりなんて……,[]
很煩……,1,49,2,kanji_term,3,187,208A3F81,text1,很煩……,很煩……,[]
很煩……,0,49,2,kanji_term,3,187,208A3F81,text2,很煩……,很煩……,[]
らないです。 何故、迷惑に思う必要があるですか？,1,104,1,normal,3,188,72DFBD9E,text3,"らないです。
何故、迷惑に思う必要があるですか？","らないです。
何故、迷惑に思う必要があるですか？",[]
迷惑に思う必要があるですか？,1,84,1,normal,3,188,72DFBD9E,text4,迷惑に思う必要があるですか？,迷惑に思う必要があるですか？,[]
必要があるですか？,1,69,2,normal,3,189,220E70FC,text1,必要があるですか？,必要があるですか？,[]
必要があるですか？,0,69,2,normal,3,189,220E70FC,text2,必要があるですか？,必要があるですか？,[]
到底怎麼了？,1,71,1,kanji_term,3,191,3F171C95,text3,\xAE\xB6到底怎麼了？,{{L000}}{{L001}}到底怎麼了？,"[""\\xAE"", ""\\xB6""]"
な。,0,182,11,normal,3,192,3954FE2D,text1,\x81\x8Bな。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x8B""]"
な。,0,182,11,normal,3,192,3954FE2D,text2,\x81\x8Bな。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x8B""]"
な。,0,182,11,normal,3,209,1255FCDA,text4,\x81\x97な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x97""]"
な。,0,182,11,normal,9,85,8FE5A347,text4,\x8Bな。,{{L000}}な。,"[""\\x8B""]"
な。,1,182,11,normal,9,165,D68D51B1,text3,\x81\x97な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x97""]"
な。,0,182,11,normal,9,243,3165DC8A,text1,\x81\xA0な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\xA0""]"
な。,0,182,11,normal,9,243,3165DC8A,text2,\x81\xA0な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\xA0""]"
な。,0,182,11,normal,9,329,FBC49675,text1,\x81\x84な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x84""]"
な。,0,182,11,normal,9,329,FBC49675,text2,\x81\x84な。,{{L000}}{{L001}}な。,"[""\\x81"", ""\\x84""]"
な。,0,182,11,normal,10,115,F77F34CA,text4,\x82\x89な。,{{L000}}{{L001}}な。,"[""\\x82"", ""\\x89""]"
な。,0,182,11,normal,16,26,ECF85CE0,text3,な。,な。,[]
嗯、嗯，沒什麼……,1,64,1,kanji_term,3,192,3954FE2D,text4,嗯、嗯，沒什麼……,嗯、嗯，沒什麼……,[]
ら思われていなかったのか。,1,73,2,normal,3,193,051D7DE5,text1,\x99ら思われていなかったのか。,{{L000}}ら思われていなかったのか。,"[""\\x99""]"
ら思われていなかったのか。,0,73,2,normal,3,193,051D7DE5,text2,\x99ら思われていなかったのか。,{{L000}}ら思われていなかったのか。,"[""\\x99""]"
返り、そっと涙した……,1,81,1,normal,3,193,051D7DE5,text4,返り、そっと涙した……,返り、そっと涙した……,[]
く、市場通りをぶらぶらと歩く。,1,95,1,normal,3,205,89C4BECC,text3,\xAAく、市場通りをぶらぶらと歩く。,{{L000}}く、市場通りをぶらぶらと歩く。,"[""\\xAA""]"
場街上閒晃。,1,61,1,kanji_term,3,205,89C4BECC,text4,\x82場街上閒晃。,{{L000}}場街上閒晃。,"[""\\x82""]"
れた例の件で仲間集めをしなければいけないのだが……,1,85,2,normal,3,206,0F50CC62,text1,れた例の件で仲間集めをしなければいけないのだが……,れた例の件で仲間集めをしなければいけないのだが……,[]
